Crazy Train;Ozzy Osbourne;1980;Crazy Train by Ozzy Osbourne
Diary Of A Madman;Ozzy Osbourne;1981;Diary Of A Madman by Ozzy Osbourne
Flying High Again;Ozzy Osbourne;1981;Flying High Again by Ozzy Osbourne
Goodbye To Romance;Ozzy Osbourne;1980;Goodbye To Romance by Ozzy Osbourne
I Don't Know;Ozzy Osbourne;1980;I Don't Know by Ozzy Osbourne
Mama, I'm Coming Home;Ozzy Osbourne;1991;Mama, I'm Coming Home by Ozzy Osbourne
Mr. Crowley;Ozzy Osbourne;1980;Mr. Crowley by Ozzy Osbourne
Mr. Tinkertrain;Ozzy Osbourne;1992;Mr. Tinkertrain by Ozzy Osbourne
No More Tears;Ozzy Osbourne;1991;No More Tears by Ozzy Osbourne
Over the Mountain;Ozzy Osbourne;1981;Over the Mountain by Ozzy Osbourne
Perry Mason;Ozzy Osbourne;1995;Perry Mason by Ozzy Osbourne
Purple Haze;Ozzy Osbourne;;Purple Haze by Ozzy Osbourne
Road To Nowhere;Ozzy Osbourne;1991;Road To Nowhere by Ozzy Osbourne
Rocky Mountain Way;Ozzy Osbourne;;Rocky Mountain Way by Ozzy Osbourne
See You on the Other Side;Ozzy Osbourne;;See You on the Other Side by Ozzy Osbourne
Shot in the Dark;Ozzy Osbourne;1986;Shot in the Dark by Ozzy Osbourne
Time After Time;Ozzy Osbourne;;Time After Time by Ozzy Osbourne
Fire and Ice;Pat Benatar;;Fire and Ice by Pat Benatar
Heartbreaker;Pat Benatar;1979;Heartbreaker by Pat Benatar
Hell Is for Children;Pat Benatar;1980;Hell Is for Children by Pat Benatar
Hit Me With Your Best Shot;Pat Benatar;1980;Hit Me With Your Best Shot by Pat Benatar
Invincible;Pat Benatar;1985;Invincible by Pat Benatar
Love Is A Battlefield;Pat Benatar;1983;Love Is A Battlefield by Pat Benatar
Shadows Of The Night;Pat Benatar;1982;Shadows Of The Night by Pat Benatar
Treat Me Right;Pat Benatar;;Treat Me Right by Pat Benatar
We Belong;Pat Benatar;1984;We Belong by Pat Benatar
You Better Run;Pat Benatar;1980;You Better Run by Pat Benatar
Boom Boom/;Pat Travers;;Boom Boom/ by Pat Travers
Snortin Whiskey;Pat Travers;;Snortin Whiskey by Pat Travers
The Back Seat Of My Car;Paul McCartney & Linda McCartney;1971;The Back Seat Of My Car by Paul McCartney & Linda McCartney
Too Many People;Paul McCartney & Linda McCartney;1971;Too Many People by Paul McCartney & Linda McCartney
Uncle Albert/Admiral Halsey;Paul McCartney & Linda McCartney;1971;Uncle Albert/Admiral Halsey by Paul McCartney & Linda McCartney
Another Day;Paul McCartney & Wings;;Another Day by Paul McCartney & Wings
Band on the Run;Paul McCartney & Wings;1973;Band on the Run by Paul McCartney & Wings
Birthday (Live);Paul McCartney & Wings;;Birthday (Live) by Paul McCartney & Wings
Coming Up;Paul McCartney & Wings;1980;Coming Up by Paul McCartney & Wings
Day Tripper;Paul McCartney & Wings;;Day Tripper by Paul McCartney & Wings
Helen Wheels;Paul McCartney & Wings;1973;Helen Wheels by Paul McCartney & Wings
Hello Goodbye;Paul McCartney & Wings;;Hello Goodbye by Paul McCartney & Wings
Helter Skelter;Paul McCartney & Wings;;Helter Skelter by Paul McCartney & Wings
Hey Jude (Live);Paul McCartney & Wings;;Hey Jude (Live) by Paul McCartney & Wings
Hi Hi Hi;Paul McCartney & Wings;;Hi Hi Hi by Paul McCartney & Wings
Jet;Paul McCartney & Wings;1973;Jet by Paul McCartney & Wings
Junior's Farm;Paul McCartney & Wings;1974;Junior's Farm by Paul McCartney & Wings
Let 'Em In;Paul McCartney & Wings;;Let 'Em In by Paul McCartney & Wings
Let Me Roll It;Paul McCartney & Wings;1973;Let Me Roll It by Paul McCartney & Wings
Listen To What The Man Says;Paul McCartney & Wings;;Listen To What The Man Says by Paul McCartney & Wings
Live and Let Die;Paul McCartney & Wings;1973;Live and Let Die by Paul McCartney & Wings
Maybe I'm Amazed;Paul McCartney & Wings;1970;Maybe I'm Amazed by Paul McCartney & Wings
My Love;Paul McCartney & Wings;1973;My Love by Paul McCartney & Wings
Nineteen Hundred and Eighty Five;Paul McCartney & Wings;;Nineteen Hundred and Eighty Five by Paul McCartney & Wings
Silly Love Songs;Paul McCartney & Wings;1976;Silly Love Songs by Paul McCartney & Wings
Uncle Albert/Admiral Halsey;Paul McCartney & Wings;1971;Uncle Albert/Admiral Halsey by Paul McCartney & Wings
Venus and Mars/Rock Show;Paul McCartney & Wings;1975;Venus and Mars/Rock Show by Paul McCartney & Wings
With a Little Luck;Paul McCartney & Wings;;With a Little Luck by Paul McCartney & Wings
50 Ways to Leave Your Lover;Paul Simon;1975;50 Ways to Leave Your Lover by Paul Simon
Kodachrome;Paul Simon;1973;Kodachrome by Paul Simon
Loves Me Like a Rock;Paul Simon;1973;Loves Me Like a Rock by Paul Simon
Me And Julio Down By The Schoolyard;Paul Simon;1972;Me And Julio Down By The Schoolyard by Paul Simon
You Can Call Me Al;Paul Simon;1986;You Can Call Me Al by Paul Simon
Alive;Pearl Jam;1991;Alive by Pearl Jam
Better Man;Pearl Jam;1994;Better Man by Pearl Jam
Black;Pearl Jam;1991;Black by Pearl Jam
Daughter;Pearl Jam;1993;Daughter by Pearl Jam
Dissident;Pearl Jam;1994;Dissident by Pearl Jam
Elderly Woman Behind the Counter in a Small Town;Pearl Jam;1993;Elderly Woman Behind the Counter in a Small Town by Pearl Jam
Even Flow;Pearl Jam;1991;Even Flow by Pearl Jam
Jeremy;Pearl Jam;1991;Jeremy by Pearl Jam
Last Kiss;Pearl Jam;1999;Last Kiss by Pearl Jam
Lightning Bolt;Pearl Jam;2013;Lightning Bolt by Pearl Jam
Not for You;Pearl Jam;1994;Not for You by Pearl Jam
Sirens;Pearl Jam;2013;Sirens by Pearl Jam
Yellow Ledbetter;Pearl Jam;1992;Yellow Ledbetter by Pearl Jam
GONNA GET YA;Pete Townshend;;GONNA GET YA by Pete Townshend
Let My Love Open the Door;Pete Townshend;1980;Let My Love Open the Door by Pete Townshend
Rough Boys;Pete Townshend;1980;Rough Boys by Pete Townshend
Baby, I Love Your Way;Peter Frampton;1975;Baby, I Love Your Way by Peter Frampton
Do You Feel Like We Do;Peter Frampton;1973;Do You Feel Like We Do by Peter Frampton
Show Me the Way;Peter Frampton;1975;Show Me the Way by Peter Frampton
Something's Happening/;Peter Frampton;;Something's Happening/ by Peter Frampton
Big Time;Peter Gabriel;1986;Big Time by Peter Gabriel
Games Without Frontiers;Peter Gabriel;1980;Games Without Frontiers by Peter Gabriel
In Your Eyes;Peter Gabriel;1986;In Your Eyes by Peter Gabriel
Red Rain;Peter Gabriel;1986;Red Rain by Peter Gabriel
SHOCK THE MONKEY;Peter Gabriel;1982;SHOCK THE MONKEY by Peter Gabriel
Sledgehammer;Peter Gabriel;1986;Sledgehammer by Peter Gabriel
Solsbury Hill;Peter Gabriel;1977;Solsbury Hill by Peter Gabriel
Don't Lose My Number;Phil Collins;;Don't Lose My Number by Phil Collins
I Don't Care Anymore;Phil Collins;;I Don't Care Anymore by Phil Collins
In the Air Tonight;Phil Collins;1981;In the Air Tonight by Phil Collins
Another Brick In The Wall;Pink Floyd;1979;Another Brick In The Wall by Pink Floyd
Another Brick in the Wall, Pt. 2;Pink Floyd;1979;Another Brick in the Wall, Pt. 2 by Pink Floyd
Any Colour You Like;Pink Floyd;1973;Any Colour You Like by Pink Floyd
Arnold Layne;Pink Floyd;1967;Arnold Layne by Pink Floyd
Astronomy Domine;Pink Floyd;1967;Astronomy Domine by Pink Floyd
Brain Damage;Pink Floyd;1973;Brain Damage by Pink Floyd
Brain Damage /Eclipse;Pink Floyd;1973;Brain Damage /Eclipse by Pink Floyd
Breathe;Pink Floyd;1973;Breathe by Pink Floyd
Careful With That Axe, Eugene;Pink Floyd;1969;Careful With That Axe, Eugene by Pink Floyd
Comfortably Numb;Pink Floyd;1979;Comfortably Numb by Pink Floyd
Dogs;Pink Floyd;1977;Dogs by Pink Floyd
Empty Spaces;Pink Floyd;1979;Empty Spaces by Pink Floyd
Empty Spaces/young Lust;Pink Floyd;1979;Empty Spaces/young Lust by Pink Floyd
Fearless;Pink Floyd;1971;Fearless by Pink Floyd
Goodbye Blue Sky;Pink Floyd;1979;Goodbye Blue Sky by Pink Floyd
Have a Cigar;Pink Floyd;1975;Have a Cigar by Pink Floyd
Hey You;Pink Floyd;1979;Hey You by Pink Floyd
Keep Talking;Pink Floyd;1994;Keep Talking by Pink Floyd
Learning to Fly;Pink Floyd;1987;Learning to Fly by Pink Floyd
Money;Pink Floyd;1973;Money by Pink Floyd
Mother;Pink Floyd;1979;Mother by Pink Floyd
On The Turning Away;Pink Floyd;1987;On The Turning Away by Pink Floyd
One Of These Days;Pink Floyd;1971;One Of These Days by Pink Floyd
One Slip;Pink Floyd;1987;One Slip by Pink Floyd
Run Like Hell;Pink Floyd;1979;Run Like Hell by Pink Floyd
See Emily Play;Pink Floyd;1967;See Emily Play by Pink Floyd
Set The Controls For The Heart Of The Sun;Pink Floyd;1968;Set The Controls For The Heart Of The Sun by Pink Floyd
Shine On You Crazy Diamond;Pink Floyd;1975;Shine On You Crazy Diamond by Pink Floyd
Speak to Me/Breathe;Pink Floyd;1973;Speak to Me/Breathe by Pink Floyd
Take It Back;Pink Floyd;1994;Take It Back by Pink Floyd
The Dogs Of War;Pink Floyd;1987;The Dogs Of War by Pink Floyd
The Great Gig In the Sky;Pink Floyd;1973;The Great Gig In the Sky by Pink Floyd
The Happiest Days Of Our Lives/another Brick In The Wall;Pink Floyd;1979;The Happiest Days Of Our Lives/another Brick In The Wall by Pink Floyd
Time;Pink Floyd;1973;Time by Pink Floyd
Time/Gig in The Sky;Pink Floyd;1973;Time/Gig in The Sky by Pink Floyd
Us and Them;Pink Floyd;1973;Us and Them by Pink Floyd
Welcome To The Machine;Pink Floyd;1975;Welcome To The Machine by Pink Floyd
Wish You Were Here;Pink Floyd;1975;Wish You Were Here by Pink Floyd
Young Lust;Pink Floyd;1979;Young Lust by Pink Floyd
Every Rose Has Its Thorn;Poison;1988;Every Rose Has Its Thorn by Poison
Look What The Cat Dragged In;Poison;;Look What The Cat Dragged In by Poison
Nothin' But A Good Time;Poison;1988;Nothin' But A Good Time by Poison
Something To Believe In;Poison;1990;Something To Believe In by Poison
Talk Dirty To Me;Poison;1987;Talk Dirty To Me by Poison
A Salty Dog;Procol Harum;1969;A Salty Dog by Procol Harum
A Whiter Shade of Pale;Procol Harum;1967;A Whiter Shade of Pale by Procol Harum
Blurry;Puddle of Mudd;2001;Blurry by Puddle of Mudd
Amie;Pure Prairie League;;Amie by Pure Prairie League
Another One Bites the Dust;Queen;1980;Another One Bites the Dust by Queen
Bicycle Race;Queen;1978;Bicycle Race by Queen
Bicycle Race/fat Bottomed Girls;Queen;1978;Bicycle Race/fat Bottomed Girls by Queen
Bohemian Rhapsody;Queen;1975;Bohemian Rhapsody by Queen
Crazy Little Thing Called Love;Queen;1979;Crazy Little Thing Called Love by Queen
Don't Stop Me Now;Queen;1977;Don't Stop Me Now by Queen
Fat Bottomed Girls;Queen;1978;Fat Bottomed Girls by Queen
It's Late;Queen;;It's Late by Queen
Keep Yourself Alive;Queen;1973;Keep Yourself Alive by Queen
Killer Queen;Queen;1974;Killer Queen by Queen
One Vision;Queen;1985;One Vision by Queen
Somebody To Love;Queen;1976;Somebody To Love by Queen
THESE ARE THE DAYS OF OUR LI;Queen;1991;THESE ARE THE DAYS OF OUR LI by Queen
Tie Your Mother Down;Queen;1976;Tie Your Mother Down by Queen
Under Pressure;Queen;1981;Under Pressure by Queen
We Are the Champions;Queen;1977;We Are the Champions by Queen
We Will Rock You;Queen;1977;We Will Rock You by Queen
We Will Rock You/We Are The Champions;Queen;1977;We Will Rock You/We Are The Champions by Queen
You're My Best Friend;Queen;1976;You're My Best Friend by Queen
Under Pressure;Queen / David Bowie;1981;Under Pressure by Queen / David Bowie
No One Knows;Queens of the Stone Age;2002;No One Knows by Queens of the Stone Age
Another Rainy Night;Queensryche;1990;Another Rainy Night by Queensryche
Eyes Of A Stranger;Queensryche;;Eyes Of A Stranger by Queensryche
I Don't Believe In Love;Queensryche;;I Don't Believe In Love by Queensryche
Jet City Woman;Queensryche;1990;Jet City Woman by Queensryche
Silent Lucidity;Queensryche;1990;Silent Lucidity by Queensryche
Fresh Air;Quicksilver Messenger Service;;Fresh Air by Quicksilver Messenger Service
Pride of Man;Quicksilver Messenger Service;;Pride of Man by Quicksilver Messenger Service
Bang Your Head;Quiet Riot;;Bang Your Head by Quiet Riot
Cum On Feel the Noize;Quiet Riot;;Cum On Feel the Noize by Quiet Riot
Metal Health;Quiet Riot;1983;Metal Health by Quiet Riot
It's the End of the World As We Know It (And I Feel Fine);R.E.M.;1987;It's the End of the World As We Know It (And I Feel Fine) by R.E.M.
Losing My Religion;R.E.M.;1991;Losing My Religion by R.E.M.
Man On the Moon;R.E.M.;1992;Man On the Moon by R.E.M.
Orange Crush;R.E.M.;1988;Orange Crush by R.E.M.
Stand;R.E.M.;1988;Stand by R.E.M.
The One I Love;R.E.M.;1987;The One I Love by R.E.M.
Man On The Silver Mountain;Rainbow;1975;Man On The Silver Mountain by Rainbow
Since You Been Gone;Rainbow;1979;Since You Been Gone by Rainbow
Stone Cold;Rainbow;1982;Stone Cold by Rainbow
Street Of Dreams;Rainbow;;Street Of Dreams by Rainbow
Black Betty;Ram Jam;1977;Black Betty by Ram Jam
Back for More;Ratt;;Back for More by Ratt
Round and Round;Ratt;1984;Round and Round by Ratt
Way Cool Jr.;Ratt;;Way Cool Jr. by Ratt
Breaking the Girl;Red Hot Chili Peppers;1992;Breaking the Girl by Red Hot Chili Peppers
By the Way;Red Hot Chili Peppers;2002;By the Way by Red Hot Chili Peppers
Californication;Red Hot Chili Peppers;1999;Californication by Red Hot Chili Peppers
Dani California;Red Hot Chili Peppers;2006;Dani California by Red Hot Chili Peppers
Give It Away;Red Hot Chili Peppers;1991;Give It Away by Red Hot Chili Peppers
Scar Tissue;Red Hot Chili Peppers;1999;Scar Tissue by Red Hot Chili Peppers
Soul to Squeeze;Red Hot Chili Peppers;1993;Soul to Squeeze by Red Hot Chili Peppers
Under the Bridge;Red Hot Chili Peppers;1991;Under the Bridge by Red Hot Chili Peppers
Lunatic Fringe;Red Rider;1981;Lunatic Fringe by Red Rider
Back On The Road Again;REO Speedwagon;;Back On The Road Again by REO Speedwagon
Don't Let Him Go;REO Speedwagon;;Don't Let Him Go by REO Speedwagon
Golden Country;REO Speedwagon;;Golden Country by REO Speedwagon
I Can't Fight This Feeling;REO Speedwagon;1984;I Can't Fight This Feeling by REO Speedwagon
Keep On Loving You;REO Speedwagon;1980;Keep On Loving You by REO Speedwagon
Keep Pushin'  1977;REO Speedwagon;;Keep Pushin'  1977 by REO Speedwagon
Like You Do;REO Speedwagon;;Like You Do by REO Speedwagon
Ridin' the Storm Out;REO Speedwagon;;Ridin' the Storm Out by REO Speedwagon
Roll With the Changes;REO Speedwagon;;Roll With the Changes by REO Speedwagon
Take It on the Run;REO Speedwagon;1981;Take It on the Run by REO Speedwagon
Time For Me To Fly;REO Speedwagon;;Time For Me To Fly by REO Speedwagon
Rock And Roll, Hoochie Koo;Rick Derringer;1974;Rock And Roll, Hoochie Koo by Rick Derringer
Jessie's Girl;Rick Springfield;1981;Jessie's Girl by Rick Springfield
Back Off Boogaloo;Ringo Starr;1972;Back Off Boogaloo by Ringo Starr
Early 1970 [*];Ringo Starr;1971;Early 1970 [*] by Ringo Starr
It Don't Come Easy;Ringo Starr;1971;It Don't Come Easy by Ringo Starr
No No Song;Ringo Starr;1974;No No Song by Ringo Starr
Photograph;Ringo Starr;1973;Photograph by Ringo Starr
Your're Sixteen;Ringo Starr;1974;Your're Sixteen by Ringo Starr
Addicted to Love;Robert Palmer;1985;Addicted to Love by Robert Palmer
Bad Case Of Lovin' You;Robert Palmer;1979;Bad Case Of Lovin' You by Robert Palmer
Simply Irresistible;Robert Palmer;1988;Simply Irresistible by Robert Palmer
Big Log;Robert Plant;1983;Big Log by Robert Plant
In The Mood;Robert Plant;1983;In The Mood by Robert Plant
Little By Little;Robert Plant;;Little By Little by Robert Plant
No Easy Way Out;Robert Tepper;;No Easy Way Out by Robert Tepper
Bridge of Sighs;Robin Trower;1974;Bridge of Sighs by Robin Trower
Little Bit of Sympathy;Robin Trower;;Little Bit of Sympathy by Robin Trower
Too Rolling Stoned;Robin Trower;;Too Rolling Stoned by Robin Trower
Oh, Well;Rockets;;Oh, Well by Rockets
Tired Of Toein' The Line;Rocky Burnette;;Tired Of Toein' The Line by Rocky Burnette
Every Picture Tells A Story;Rod Stewart;1971;Every Picture Tells A Story by Rod Stewart
Hot Legs;Rod Stewart;;Hot Legs by Rod Stewart
I Know I'm Losing You;Rod Stewart;;I Know I'm Losing You by Rod Stewart
Maggie May;Rod Stewart;1971;Maggie May by Rod Stewart
Reason to Believe;Rod Stewart;1971;Reason to Believe by Rod Stewart
Stay with Me;Rod Stewart;;Stay with Me by Rod Stewart
The First Cut Is The Deepest;Rod Stewart;1976;The First Cut Is The Deepest by Rod Stewart
Tonight's the Night (Gonna Be Alright);Rod Stewart;1976;Tonight's the Night (Gonna Be Alright) by Rod Stewart
You Wear It Well;Rod Stewart;1972;You Wear It Well by Rod Stewart
You're In My Heart (The Final Acclaim);Rod Stewart;1977;You're In My Heart (The Final Acclaim) by Rod Stewart
Free Me;Roger Daltry;;Free Me by Roger Daltry
Had a Dream (Sleeping With the Enemy);Roger Hodgson;;Had a Dream (Sleeping With the Enemy) by Roger Hodgson
The Logical Song;Roger Hodgson;1979;The Logical Song by Roger Hodgson
(I Can't Get No) Satisfaction;Rolling Stones;1965;(I Can't Get No) Satisfaction by Rolling Stones
19th Nervous Breakdown;Rolling Stones;1966;19th Nervous Breakdown by Rolling Stones
Ain't Too Proud to Beg;Rolling Stones;1974;Ain't Too Proud to Beg by Rolling Stones
Almost Hear You Sigh;Rolling Stones;1989;Almost Hear You Sigh by Rolling Stones
Angie;Rolling Stones;1973;Angie by Rolling Stones
Beast Of Burden;Rolling Stones;1978;Beast Of Burden by Rolling Stones
Bitch;Rolling Stones;1971;Bitch by Rolling Stones
Brown Sugar;Rolling Stones;1971;Brown Sugar by Rolling Stones
Can't You Hear Me Knocking;Rolling Stones;1971;Can't You Hear Me Knocking by Rolling Stones
CAROL;Rolling Stones;;CAROL by Rolling Stones
Da Da Doo Ron Ron;Rolling Stones;;Da Da Doo Ron Ron by Rolling Stones
Dance Little Sister;Rolling Stones;1980;Dance Little Sister by Rolling Stones
Doo Doo Doo Doo Doo (Heartbreaker);Rolling Stones;1973;Doo Doo Doo Doo Doo (Heartbreaker) by Rolling Stones
Doom And Gloom;Rolling Stones;2012;Doom And Gloom by Rolling Stones
Emotional Rescue;Rolling Stones;1980;Emotional Rescue by Rolling Stones
Fortune Teller;Rolling Stones;;Fortune Teller by Rolling Stones
Get Off My Cloud;Rolling Stones;1965;Get Off My Cloud by Rolling Stones
Get Off Of My Cloud;Rolling Stones;1965;Get Off Of My Cloud by Rolling Stones
Gimme Shelter;Rolling Stones;1969;Gimme Shelter by Rolling Stones
Hand of Fate;Rolling Stones;1976;Hand of Fate by Rolling Stones
Hang Fire;Rolling Stones;1981;Hang Fire by Rolling Stones
Happy;Rolling Stones;1972;Happy by Rolling Stones
Heartbreaker;Rolling Stones;1973;Heartbreaker by Rolling Stones
Honky Tonk Women;Rolling Stones;1969;Honky Tonk Women by Rolling Stones
IT'S ALL OVER NOW;Rolling Stones;1964;IT'S ALL OVER NOW by Rolling Stones
It's Only Rock 'n Roll;Rolling Stones;1974;It's Only Rock 'n Roll by Rolling Stones
Jumpin' Jack Flash;Rolling Stones;1968;Jumpin' Jack Flash by Rolling Stones
Just My Imagination;Rolling Stones;;Just My Imagination by Rolling Stones
Let It Bleed;Rolling Stones;1969;Let It Bleed by Rolling Stones
Let's Spend the Night Together;Rolling Stones;1967;Let's Spend the Night Together by Rolling Stones
Like A Rolling Stone;Rolling Stones;;Like A Rolling Stone by Rolling Stones
Little Queenie;Rolling Stones;;Little Queenie by Rolling Stones
Midnight Rambler;Rolling Stones;1969;Midnight Rambler by Rolling Stones
Miss You;Rolling Stones;1978;Miss You by Rolling Stones
Monkey Man;Rolling Stones;1969;Monkey Man by Rolling Stones
Mother's Little Helper;Rolling Stones;1966;Mother's Little Helper by Rolling Stones
Paint It Black;Rolling Stones;1966;Paint It Black by Rolling Stones
Shattered;Rolling Stones;1978;Shattered by Rolling Stones
She's a Rainbow;Rolling Stones;1967;She's a Rainbow by Rolling Stones
She's So Cold;Rolling Stones;;She's So Cold by Rolling Stones
Start Me Up;Rolling Stones;1981;Start Me Up by Rolling Stones
Street Fighting Man;Rolling Stones;1968;Street Fighting Man by Rolling Stones
Sympathy For The Devil;Rolling Stones;1968;Sympathy For The Devil by Rolling Stones
THE LAST TIME;Rolling Stones;1965;THE LAST TIME by Rolling Stones
THE SPIDER AND THE FLY;Rolling Stones;1965;THE SPIDER AND THE FLY by Rolling Stones
TIME IS ON MY SIDE;Rolling Stones;;TIME IS ON MY SIDE by Rolling Stones
Time Waits for No One;Rolling Stones;1975;Time Waits for No One by Rolling Stones
Tumbling Dice;Rolling Stones;1972;Tumbling Dice by Rolling Stones
Under My Thumb;Rolling Stones;1966;Under My Thumb by Rolling Stones
UNDERCOVER OF THE NIGHT;Rolling Stones;1983;UNDERCOVER OF THE NIGHT by Rolling Stones
Waiting on a Friend;Rolling Stones;1981;Waiting on a Friend by Rolling Stones
Wild Horses;Rolling Stones;1971;Wild Horses by Rolling Stones
You Can't Always Get What You Want;Rolling Stones;1969;You Can't Always Get What You Want by Rolling Stones
YOU GOT THE SILVER;Rolling Stones;1969;YOU GOT THE SILVER by Rolling Stones
YOU GOTTA MOVE;Rolling Stones;1971;YOU GOTTA MOVE by Rolling Stones
Bullfrog Blues;Rory Gallagher;;Bullfrog Blues by Rory Gallagher
Cry Sister;Royal Bliss;;Cry Sister by Royal Bliss
2112: Overture / The Temples of Syrinx (Chronicles Version);Rush;1976;2112: Overture / The Temples of Syrinx (Chronicles Version) by Rush
Closer to the Heart;Rush;1977;Closer to the Heart by Rush
Entre Nous;Rush;1980;Entre Nous by Rush
Finding My Way;Rush;;Finding My Way by Rush
Fly By Night;Rush;1975;Fly By Night by Rush
Freewill;Rush;1980;Freewill by Rush
In The Mood;Rush;1974;In The Mood by Rush
Limelight;Rush;1981;Limelight by Rush
New World Man;Rush;1982;New World Man by Rush
Red Barchetta;Rush;1981;Red Barchetta by Rush
Show Don't Tell;Rush;1989;Show Don't Tell by Rush
Subdivisions;Rush;1982;Subdivisions by Rush
Summertime Blues;Rush;;Summertime Blues by Rush
Test For Echo;Rush;1996;Test For Echo by Rush
The Spirit of Radio;Rush;1980;The Spirit of Radio by Rush
The Trees;Rush;1978;The Trees by Rush
Time Stand Still (live);Rush;1987;Time Stand Still (live) by Rush
Tom Sawyer;Rush;1981;Tom Sawyer by Rush
Working Man;Rush;1975;Working Man by Rush
YYZ;Rush;1981;YYZ by Rush
Voices;Russ Ballard;1975;Voices by Russ Ballard
On The Loose;Saga;;On The Loose by Saga
SOUL MAN;Sam & Dave;1967;SOUL MAN by Sam & Dave
Can't Get Loose;Sammy Hagar;;Can't Get Loose by Sammy Hagar
Heavy Metal;Sammy Hagar;1982;Heavy Metal by Sammy Hagar
I Can't Drive 55;Sammy Hagar;1984;I Can't Drive 55 by Sammy Hagar
I'll Fall In Love Again;Sammy Hagar;;I'll Fall In Love Again by Sammy Hagar
Plain Jane;Sammy Hagar;;Plain Jane by Sammy Hagar
Red;Sammy Hagar;1978;Red by Sammy Hagar
There's Only One Way to Rock;Sammy Hagar;1981;There's Only One Way to Rock by Sammy Hagar
Three Lock Box;Sammy Hagar;;Three Lock Box by Sammy Hagar
Trans Am (Highway Wonderland);Sammy Hagar;1979;Trans Am (Highway Wonderland) by Sammy Hagar
Turn Up The Music  1977;Sammy Hagar;;Turn Up The Music  1977 by Sammy Hagar
Black Magic Woman;Santana;1970;Black Magic Woman by Santana
Europa;Santana;1977;Europa by Santana
Evil Ways;Santana;1969;Evil Ways by Santana
Jingo;Santana;1969;Jingo by Santana
No One to Depend On;Santana;1971;No One to Depend On by Santana
Oye Como Va;Santana;1970;Oye Como Va by Santana
Put Your Lights On (feat. Everlast);Santana;1999;Put Your Lights On (feat. Everlast) by Santana
Smooth;Santana;1999;Smooth by Santana
Soul Sacrifice;Santana;1969;Soul Sacrifice by Santana
Well All Right;Santana;;Well All Right by Santana
Winning;Santana;;Winning by Santana
The Warrior;Scandal;1984;The Warrior by Scandal
3 Strange Days;School Of Fish;;3 Strange Days by School Of Fish
Big City Nights;Scorpions;1984;Big City Nights by Scorpions
Blackout;Scorpions;1982;Blackout by Scorpions
Don't Believe Her;Scorpions;;Don't Believe Her by Scorpions
Holiday;Scorpions;;Holiday by Scorpions
Loving You Sunday Morning;Scorpions;;Loving You Sunday Morning by Scorpions
No One Like You;Scorpions;1982;No One Like You by Scorpions
Rock You Like a Hurricane;Scorpions;1984;Rock You Like a Hurricane by Scorpions
Still Loving You;Scorpions;1984;Still Loving You by Scorpions
The Zoo;Scorpions;1980;The Zoo by Scorpions
Wind Of Change;Scorpions;1990;Wind Of Change by Scorpions
Remedy;Seether;2005;Remedy by Seether
Words As Weapons;Seether;;Words As Weapons by Seether
God Save The Queen;Sex Pistols;1977;God Save The Queen by Sex Pistols
No Turning Back;Sherbs;;No Turning Back by Sherbs
45;Shinedown;2003;45 by Shinedown
America;Simon & Garfunkel;1968;America by Simon & Garfunkel
Cecilia;Simon & Garfunkel;1970;Cecilia by Simon & Garfunkel
Mrs. Robinson;Simon & Garfunkel;1968;Mrs. Robinson by Simon & Garfunkel
The Sounds Of Silence;Simon & Garfunkel;1966;The Sounds Of Silence by Simon & Garfunkel
Don't You;Simple Minds;1985;Don't You by Simple Minds
18 And Life;Skid Row;1989;18 And Life by Skid Row
I Remember You;Skid Row;1989;I Remember You by Skid Row
Youth Gone Wild;Skid Row;1989;Youth Gone Wild by Skid Row
Fly To The Angels;Slaughter;1990;Fly To The Angels by Slaughter
All Star;Smash Mouth;1999;All Star by Smash Mouth
1979;Smashing Pumpkins;1995;1979 by Smashing Pumpkins
Bullet With Butterfly Wings;Smashing Pumpkins;1995;Bullet With Butterfly Wings by Smashing Pumpkins
Landslide;Smashing Pumpkins;;Landslide by Smashing Pumpkins
Today;Smashing Pumpkins;1993;Today by Smashing Pumpkins
Driver's Seat;Sniff 'n' the Tears;1978;Driver's Seat by Sniff 'n' the Tears
Tainted Love;Soft Cell;1981;Tainted Love by Soft Cell
Black Hole Sun;Soundgarden;1994;Black Hole Sun by Soundgarden
Burden in My Hand;Soundgarden;1996;Burden in My Hand by Soundgarden
Fell On Black Days;Soundgarden;1994;Fell On Black Days by Soundgarden
Spoonman;Soundgarden;1994;Spoonman by Soundgarden
Havin' A Party;Southside Johnny;;Havin' A Party by Southside Johnny
The Fever;Southside Johnny;;The Fever by Southside Johnny
GIMME SOME LOVIN';Spencer Davis Group;1966;GIMME SOME LOVIN' by Spencer Davis Group
Two Princes;Spin Doctors;1991;Two Princes by Spin Doctors
Black Coffee In Bed;Squeeze;1982;Black Coffee In Bed by Squeeze
Pulling Mussels;Squeeze;1980;Pulling Mussels by Squeeze
Tempted;Squeeze;1981;Tempted by Squeeze
It's Been Awhile;Staind;2001;It's Been Awhile by Staind
My Demons;Starset;;My Demons by Starset
Stuck In the Middle With You;Stealers Wheel;1972;Stuck In the Middle With You by Stealers Wheel
Black Cow;Steely Dan;1977;Black Cow by Steely Dan
Deacon Blues;Steely Dan;1977;Deacon Blues by Steely Dan
Dirty Work;Steely Dan;1977;Dirty Work by Steely Dan
